Song Title,duration_ms,tempo,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,chroma,explicit,popularity
Rich Flex,30000.0,152.02702702702703,0.050294183,-67.818794,24.776114,0.8984376180594956,0.00031799206,1.2045784,22.969053464510704,0.3987923,0.0,50.0
IDGAF,30000.0,170.45454545454547,0.28935063,-58.044804,18.29965,0.838422298573894,0.00034891223,1.1512384,22.053525533730145,0.45995578,0.0,50.0
Here,30000.0,148.02631578947367,0.48022097,-63.98512,18.386305,0.8959377914002137,0.002518656,1.3883418,21.199153985163342,0.7515317,0.0,50.0
Wild Things,30000.0,122.28260869565217,0.0659242,-64.97574,21.841228,0.8768588320760773,0.00024860507,1.212948,22.453749420967704,0.4471134,0.0,50.0
Scars to Your Beautiful,30000.0,127.8409090909091,0.19650175,-65.414154,23.340914,0.901739931032642,2.4930312e-05,1.1732051,22.03042951052953,0.37046868,0.0,50.0
Stay,30000.0,119.68085106382979,0.06875923,-64.71976,27.177774,0.8294511556158978,0.009132655,1.4466038,21.520510120492922,0.4377264,0.0,50.0
How Far I'll Go,30000.0,114.79591836734694,0.068690255,-67.98998,28.725279,0.8990773749863029,0.00052978727,0.96096724,23.327633820877097,0.3403267,0.0,50.0
Growing Pains,30000.0,110.29411764705883,0.1488508,-62.7791,17.954369,0.8836168068583948,3.445103e-05,1.0897045,21.293505699163543,0.5107399,0.0,50.0
Out of Love,30000.0,114.79591836734694,0.035408758,-72.74436,25.645304,0.9369848545274417,0.0019244497,0.7804734,21.766643442943572,0.3886265,0.0,50.0
October,30000.0,100.44642857142857,0.17082047,-68.66549,23.128916,0.8946762872357038,0.004295276,1.334581,22.46672314704746,0.36239377,0.0,50.0
Rooting for You,30000.0,104.16666666666667,0.20179187,-68.33868,20.629465,0.8965812300069174,0.00022333996,1.0093006,24.202609866305895,0.42400077,0.0,50.0
Ready,30000.0,117.1875,0.18320185,-66.48744,27.845894,0.8713077211847172,0.058794092,1.1414032,22.34434127262112,0.33149981,0.0,50.0
