,Song Title,English Lyrics
1395,Without You,"['Lyrics', ""Oh girl, you get to me in a way I can't believe"", 'I need you and who knows where just friends ends', 'When you cross that line and love begins', ""In over my head and the water's turnin' blue"", 'But what would I do without you', 'What would I do without you', 'Hearts never know the way they want to go and want to stay', 'We need two but in time you find the road', ""And though inside you know you've gotta go"", ""The hardest part I find is you're all I ever knew"", 'But what will I do without you', 'What will I do without you', 'I gotta break these habit chains I put on me', 'And be all that I can be, try and find what I need', 'Memories suspend in time, all the days when you were mine', ""And the chance I took to move, one I thought I'd never do"", 'But I made it through without you', 'I made it through without you', 'From what would I do without you', 'To I made it through without you, without you', 'From what would I do without you', 'To I made it through without you, without you', 'From what would I do without you', 'To I made it through without you, without you']"
1396,Long Hot Summer,"['Lyrics', ""I can't sleep"", ""Ain't no sleep a'coming"", ""I'm just lying here thinking 'bout you"", ""I'm in deep"", ""Falling deep into the picture in my mind of everything we're gonna do"", 'Over at the lake and down by the river', 'You can feel it start to rise', 'Wanna jump in my car, go wherever you are', ""'Cause I need you by my side"", ""It's gonna be a long, hot summer, we should be together"", 'With your feet up on the dashboard now', ""Singing along with the radio, it's such a beautiful sound"", 'And when you say my name in the middle of the day, I swear I see the stars come out', 'When you hold my hand in the back of my mind, just waiting on the sun to go down, the sun to go down', 'I wanna see your brown skin shimmer in the sun for the first time', 'I try to be the one who knows just what to do to you to get me that smile', 'One chance of meeting, you were walking by me on the street and I said hi', ""And that was the beginning of my heart spinnin' like these wheels in my head tonight"", ""It's gonna be a long, hot summer, we should be together"", 'With your feet up on the dashboard now', ""Singing along with the radio, it's such a beautiful sound"", 'And when you say my name in the middle of the day, I swear I see the stars come out', 'When you hold my hand in the back of my mind, just waiting on the sun to go down, the sun to go down', 'The only place that I wanna be is where you are', ""'Cause anymore than a heartbeat away is just too far"", ""It's gonna be a long, hot summer, we should be together"", 'All I really want is more than this moment right now', 'And when you say my name in the middle of the day, I swear I see the stars come out', 'And when you hold my hand and I look into your eyes', ""I swear it looks like you're waiting for the sun to go down, the sun to go down"", ""I swear it's like you're waiting for the sun to go down"", 'Waiting on the sun to go down', 'Hey, yeah', ""Oh, I'm loving thinking 'bout you"", ""I cant sleep, I'm just lying here thinkin' 'bout you""]"
1397,You Gonna Fly,"['Lyrics', '(Verse)', ""One Two Three Baby Don't think twice"", 'Just like that you gotta brand new life', 'Hop in this truck and run through the red lights', 'Yeah where you wanna go baby name the town', 'We can go up north or head down south', 'Roll down the windows with the radios loud', ""Com'on turn it up, yeah"", 'Start living your life', 'On the double leave your troubles behind', ""You knew we're gonna be alright"", '(Chorus)', 'You could be a black bird', 'On the country street', 'Hiding from the world from a broken wing', 'But you better believe you gonna fly with me', 'You could be a songbird from the New Orleans', ""Scared of the rain just cuz you're scared to sing"", ""But you better believe you're gonna fly with me"", '(Verse)', 'Well, here we are baby in the back of my van', 'Suns going down skies turning red', 'Stars coming out', 'Baby look at you now', 'God know how long but its been a while', ""Since I heard you laugh and I'd seen that smile"", 'Fill that kiss and I can get use to this', 'Baby I could get use to this', '(chorus)', 'You gonna fly x 2']"
1398,For You,"['Lyrics', ""All I saw was smoke and fire; I didn't feel a thing,"", 'but suddenly I was rising higher.', ""And I felt like I'd just made the biggest mistake"", 'when I thought about my unborn child;', 'when I thought about my wife.', 'And the answer rang out clear', 'from somewhere up above:', 'No greater gift has man, but to lay down his life for love.', 'And I wonder, would I give my life?', 'Could I make that sacrifice?', 'If it came down to it, could I take the bullet, I would.', 'Yes I would for you.', ""Maybe you don't understand"", ""I don't understand it all myself."", ""But there's a brother on my left and another on my right."", ""And in his pocket just like mine, he's got a photograph."", ""And they're waiting for him back home."", ""And it's weighing on my mind."", ""I'm not trying to be a hero;"", ""I don't wanna die."", ""But right now in this moment, you don't think twice."", 'I wonder, would I give my life?', 'Could I make that sacrifice?', 'If it came down to it, could I take the bullet, I would.', 'Yes I would.', ""You don't think about right; you don't think about wrong."", 'You just do what you gotta do to defend your own.', ""And I'd do the same for you -"", 'Yes I would.', 'I would give my life.', 'I would make that sacrifice.', ""'Cause if it came down to it, could I take the bullet, I would."", 'Yes I would do it for you.', ""I'd do it for you.""]"
1399,We Were Us,"['Lyrics', 'Rearview crosses', 'Railroad ties', 'Oh, Hail Marys', 'Friday nights', 'Heartbeat baby', 'Low-beam lights', 'God, I miss when you were mine', 'Back when that song was a song', 'I could sing along without thinkin bout you every time it came on', 'Every beat, every line, every word, every time', 'When a road was a road', 'I could roll on through without wishin that empty seat was you', 'Money was gas, dreams were dust', 'Love was fast and we were us', 'Shotgun sunset', 'A cool mint kiss', 'Backseat promise', 'Breaking it', 'Floorboard feeling', 'County lines', 'God, I miss when you were mine', 'Back when that song was a song', 'I could sing along without thinkin bout you every time it came on', 'Every beat, every line, every word, every time', 'When a road was a road', 'I could roll on through without wishin that empty seat was you', 'Money was gas, dreams were dust', 'Love was fast and we were us', 'In a sleepy town, just jumping in', 'Far too young to know that summers end', ""We were us, we can't go back"", ""It's what it is, but God I miss"", 'Back when that song was a song', 'I could sing along without thinkin bout you every time it came on', 'Every beat, every line, every word, every time', 'When a road was a road', 'I could roll on through without wishin that empty seat was you', 'Money was gas, dreams were dust', 'Love was fast and we were us', 'Every beat, every line, every word, every single time', ""I just close my eyes and you're ridin shotgun"", 'You and me, baby, on the run', 'I can feel your heartbeat, baby']"
1400,Cop Car,"['Lyrics', 'We drove right past', 'That no trespassing sign', 'We sat on the tailgate', 'And watched the planes take off', 'We thought we had all night', 'There was no need to rush', ""That's when those cops"", 'Came pulling up', 'And I thought', ""Man, ain't this some shhhh"", ""Your daddy's gonna kill me"", 'But if I survive tonight', ""I wouldn't change one thing"", 'Baby, yeah', 'I know it sounds crazy', 'But there was somethin bout the way', 'The blue lights were shinin', 'Bringing out the freedom in your eyes', 'I was too busy watching you', 'Going wild child', 'To be worried about going to jail', 'You were thinking that', 'Running for it', 'Would make a good story', 'I was thinking you were crazy as hell', 'And you were so', 'Innocent', 'But you were stealing my heart', 'I fell in love in the back of a cop car', ""Man, they weren't playin"", 'They sure threw those cuffs on quick', ""You tried to sweet talk 'em"", ""They didn't fall for it"", 'But I did', 'You were on the left', 'I was on the right', ""I knew you didn't smoke"", 'When you asked him for a light', 'And I laughed', 'He got mad and slammed the door', ""Your daddy's gonna kill me"", 'But if I survive tonight', ""I wouldn't change one thing"", 'Baby, yeah', 'I know it sounds crazy', 'But there was somethin bout the way', 'The blue lights were shinin', 'Bringing out the freedom in your eyes', 'I was too busy watching you', 'Going wild child', 'To be worried about going to jail', 'You were thinking that', 'Running for it', 'Would make a good story', 'I was thinking you were crazy as hell', 'And you were so', 'Innocent', 'But you were stealing my heart', 'I fell in love in the back of a cop car', 'Side by side', 'And locked in tight', 'They were taking their time', ""But we didn't mind"", 'We talked', 'And we laughed', 'We sat real close', 'By the time they let us go', 'I was already gone', 'But there was somethin bout the way', 'The blue lights were shinin', 'Bringing out the freedom in your eyes', 'I was too busy watching you', 'Going wild child', 'To be worried about going to jail', 'You were thinking that', 'Running for it', 'Would make a good story', 'I was thinking you were crazy as hell', 'And you were so', 'Innocent', 'But you were stealing my heart', 'I fell in love in the back of a cop car', 'I fell in love in the back of a cop car', 'Side by side', 'And locked in tight', 'They were taking their time', ""But we didn't mind"", 'We talked', 'And we laughed', 'We sat real close', 'By the time they let us go', 'I was already gone', 'I was already gone, baby', 'I fell in love in the back of a cop car']"
1401,Somewhere in My Car,"['Lyrics', ""I'm driving home tonight, catching all red lights"", ""Thats alright cause I don't want to be alone"", 'Theres nobody waitin there, cold and empty bed', 'Words I wished Id said come on the radio', ""Ooh, oh, oh, and I don't know why I do this to myself"", ""Ooh, oh, oh, I know you're with someone else"", 'But in my mind were somewhere in my car', ""And it's raining hard on the streetlight glow"", 'You got your lips on mine, its gasoline on fire', 'I never will forget, you grabbed my shirt and pulled it over my head', 'And your fingertips slide up and down my back', ""Breathin' hard, steamin' up the glass"", 'Id give anything if I could bring you back home', ""So, I've been sleeping til noon in the same bedroom"", 'Where I once held you and its breaking my heart', 'I should take down all those pictures from my wall', ""Promises we made won't fill this empty space"", ""Ooh, oh, oh, and I don't know why I just cant let you go"", ""Ooh, oh, oh, I know you're never coming back"", 'But in my mind were somewhere in my car', ""And it's raining hard on the streetlight glow"", 'You got your lips on mine, its gasoline on fire', 'I never will forget, you grabbed my shirt and pulled it over my head', 'And your fingertips slide up and down my back', ""Breathin' hard, steamin' up the glass"", 'Id give anything if I could bring you back home', 'But in my mind were somewhere in my car', ""And it's raining hard on the streetlight glow"", 'You got your lips on mine, its gasoline on fire', 'I never will forget, you grabbed my shirt and pulled it over my head', 'And your fingertips slide up and down my back', ""Breathin' hard, steamin' up the glass"", 'Id give anything if I could bring you back home']"
1402,Wasted Time,"['Lyrics', 'The rain is coming down tonight', ""I'm smiling looking at this photograph"", ""I hear that song and I'm flying right back"", 'To when we had it made', 'Every Friday night when the sun went down', ""We'd be running them streets like we owned the town"", ""And I just can't let it go, no, I just can't let it go"", 'I wonder if you ever think about it like I do', 'Seven kids on my two lane road', 'We had the guns on the radio', 'After all this time it still feels so good', 'When I think about those summer nights', 'Singing out the window, on the back roads, Sweet Child of Mine', ""Sipping on the local's spark of light"", ""Ain't it funny how the best days of my life was"", 'All that wasted time, all that wasted time', 'Out of nowhere, it slipped away', 'And the rope by the river hangs silently', ""And the town view ain't nothing like it used to be"", ""Ah, I can't explain"", 'They took all the color from the picture frame', 'And the days got sold to the [?] and the game', ""And I just can't let it go, no, I just can't let it go"", 'I wonder if you ever think about it like I do', 'Seven kids on my two lane road', 'We had the guns on the radio', 'After all this time it still feels so good', 'When I think about those summer nights', 'Singing out the window, on the back roads, Sweet Child of Mine', ""Sipping on the local's spark of light"", ""Ain't it funny how the best days of my life was"", 'All that wasted time, all that wasted time', 'Swinging out on the line', 'Living all that wasted time', 'Hey, hey, now', 'Summer dresses rained on the hood of the car', 'Only music that we had was out the left speaker', 'We were living every second until the time ran out', 'We had nothing but we had it all', 'When I think about those summer night', 'Sneaking out the window, running back roads', 'Your hand in mine', 'We were going nowhere, we were so alive', ""Uh huh, ain't it funny how the best days of my life was"", 'All that wasted time, all that wasted time', 'We were swinging out on the line', 'Living all that wasted time', 'Hey, you know oh', 'All that wasted time', ""Don't you feel it coming on back now"", 'Time, time, time']"
1403,Blue Ain't Your Color,"['Lyrics', 'I can see you over there, staring at your drink', 'Watching that ice sink all alone tonight', ""And chances are you're sittin' here in this bar"", ""\x91Cause he ain't gonna treat you right"", ""Well, it's probably not my place but I'm gonna say it anyway"", '\x91Cause you look like', ""You haven't felt the fire, had a little fun"", ""Hadn't had a smile in a little while baby"", 'Blue looks good on the sky', ""Looks good on that neon buzzin' on the wall"", ""But darling, it don't match your eyes"", ""I'm tellin' you"", ""You don't need that guy"", ""It's so black and white"", ""He's stealin' your thunder"", ""Baby, blue ain't your color"", ""I'm not tryna be another just pick you up"", 'Kinda guy tryna drink you up, tryna take you home', ""But I just don't understand how another man"", 'Can take your sun and turn it ice cold', ""Well, I've had enough to drink and it's makin' me think"", 'That I just might', ""Tell you if I were a painter I wouldn't change ya"", ""I'd just paint you bright baby"", ""'Cause blue looks good on the sky"", ""Looks good on that neon buzzin' on the wall"", ""But darling, it don't match your eyes"", ""I'm tellin' you"", ""You don't need that guy"", ""It's so black and white"", ""He's stealin' your thunder"", ""Baby, blue ain't your color, no no no"", ""Blue ain't your color baby, baby"", 'Blue looks good on the sky', ""Looks good on that neon buzzin' on the wall"", ""But darling, it don't match your eyes"", ""I'm tellin' you"", ""You don't need that guy"", ""It's so black and white"", ""He's stealin' your thunder"", ""Baby, blue ain't your color"", ""Blue ain't your color"", 'No no baby', 'Come here baby', 'Let me light up your world']"
1404,The Fighter,"['Lyrics', 'I know he hurt you', 'Made you scared of love, too scared to love', ""He didn't deserve you"", ""Cause you're precious heart is a precious"", ""He didn't know what he had and I thank God, oh, oh, oh"", ""And it's gonna take just a little time"", ""But you're gonna see that I was born to love you"", 'What if I fall', ""I won't let you fall"", 'What if I cry', ""I'll never make you cry"", 'And if I get scared?', ""I'll hold you tighter"", ""When they're tryna get to you baby I'll be the fighter"", 'What if I fall', ""I won't let you fall"", 'What if I cry', ""I promise I'll never make you cry"", 'And if I get scared?', ""I'll hold you tighter"", ""When they're tryna get to you baby I'll be the fighter"", 'Look in the mirror', ""You're beautiful, so beautiful"", ""I'm here to remind you"", ""You're my only one, let me be the one"", 'To heal all the pain that he put you through', ""It's a love like you never knew"", 'Just let me show you', 'What if I fall', ""I won't let you fall"", 'What if I cry', ""I'll never make you cry"", 'And if I get scared?', ""I'll hold you tighter"", ""When they're tryna get to you baby I'll be the fighter"", 'What if I fall', ""I won't let you fall"", 'What if I cry', ""I promise, I'll never make you cry"", 'And if I get scared?', ""I'll hold you tighter"", ""When they're tryna get to you baby I'll be the fighter"", 'I wanna believe that you got me baby', 'I swear I do from now until the next life', 'I wanna love, wanna give you all my heart', 'What if I fall', ""I won't let you fall"", 'What if I cry', ""I'll never make you cry"", 'And if I get scared?', ""I'll hold you tighter"", ""When they're tryna get to you baby I'll be the fighter"", 'What if I fall', ""I won't let you fall"", 'What if I cry', ""I promise, I'll never make you cry"", 'And if I get scared?', ""I'll hold you tighter"", ""When they're tryna get to you baby I'll be the fighter"", 'What if I fall', 'What if I cry', 'And if I get scared?', ""I'll hold you tighter"", ""When they're tryna get to you baby I'll be the fighter""]"
1405,Coming Home,"['Lyrics', 'I wake up feeling', ""In my soul I'm"", ""Living someone else's life"", ""I'm turnin' into concrete"", 'Harder than these city streets', ""Where no one even cares if I'm alive"", 'I gotta get it right, mhm', 'Get it right, mhm', ""There's a place that I know where they all know me"", 'I gotta get back now to the ones who love me', 'Wrap myself around you, never let you go', ""There's nothin' in the world that feels like"", 'The place that I know where they all know me', 'I gotta get back now to the ones who love me', 'Wrap myself around you, never let you go', ""There's nothin' in the world that feels like"", 'Coming home', 'Home, home', 'Coming home', ""My mind's heavy and I can't sleep"", 'Not even a memory is good enough', 'To get me through the night', ""I'm longin' for the real thing"", 'People who know the real me', 'And all the ways to love me back to life', 'Mhm, I gotta get it right, ooh yeah', 'Get it right, ooh yeah', ""There's a place that I know where they all know me"", 'I gotta get back now to the ones who love me', 'Wrap myself around you, never let you go', ""There's nothin' in the world that feels like"", 'The place that I know where they all know me', 'I gotta get back now to the ones who love me', 'Wrap myself around you, never let you go', ""There's nothin' in the world that feels like"", 'Coming home', 'Home, home', 'Coming home', 'Home, home', 'Coming home', ""Yeah I know it's only one call away"", ""But it's not the same"", ""Yeah I know it's only one call away"", ""But it's not the same (Just not the same)"", ""Yeah I know it's only one call away"", ""But it's not the same (It's not the same)"", ""Yeah I know it's only one call away"", ""But it's not the same"", ""There's a place that I know where they all know me"", 'I gotta get back now to the ones who love me', 'Wrap myself around you, never let you go', ""There's nothin' in the world that feels like"", 'The place that I know where they all know me', 'I gotta get back now to the ones who love me', 'Wrap myself around you, never let you go', ""There's nothin' in the world that feels like"", 'Coming home', ""I'm feeling lost in all the madness"", 'I need somewhere to ease my mind', 'Coming home', 'The sidewalks filled with different faces', ""So many places but there's none like mine"", 'Coming home']"
1406,Parallel Line,"['Lyrics', 'You said ""I love you"" to me', ""I don't know what that means"", 'So frozen my feet', 'People use it too carelessly', 'And I couldn’t believe', 'That you would dive in so deep', 'And you said perfectly', 'Everything I’ve been feeling for you, and about you', 'It’s time to break the chains that held me back from you', 'So come on and', 'Take a little bit of my', 'Heart tonight', ""No, I literally don't mind"", ""Just please don't misplace it"", 'Take a little bit of my', 'Heart tonight', 'No, baby be mine now', 'Baby, be mine now', 'Maybe it’s time we put our hearts in a parallel line', 'Well I was never the type', 'To put it all on the line', ""But I've been changing my mind since you opened my eyes"", 'It was the way that the light', 'Picked you out of that night', 'Then you were right by my side', 'Put a soul in my body', 'And now it’s time to close the space between the two of us', 'So come on and', 'Take a little bit of my', 'Heart tonight', ""No, I literally don't mind"", ""Just please don't misplace it"", 'Take a little bit of my', 'Heart tonight', 'No, baby be mine now', 'Baby, be mine now', 'Maybe it’s time we put our hearts in a parallel line', ""Oh baby it's time"", ""Oh it's time"", 'Take a little bit of my', 'Heart tonight', ""No, I literally don't mind"", ""Just please don't misplace it"", 'Take a little bit of my', 'Heart tonight', 'No, baby be mine now', 'Baby, be mine now', 'Take a little bit of my', 'Heart tonight', ""No, I literally don't mind"", ""Just please don't misplace it"", 'Take a little bit of my', 'Heart tonight', 'No, baby be mine now', 'Baby, be mine now', 'Maybe it’s time we put our hearts in a parallel line', 'Put our hearts in a parallel line', 'Put our hearts in a parallel line']"
1407,One Too Many,"['Lyrics', ""I don't remember much about last night"", 'Woke up on a couch, sunrise', 'Saw the living room through these blood shot eyes of my mine, cold sober', ""You didn't like that I come home late"", ""\u202a4AM,\u202a but it's a Friday, babe \u202c"", ""And I've been working hard"", 'Can\'t you give me some space \'stead-a shoutin\' out, ""Oh my God""', 'Whoa, oh yeah', 'Whoa, oh yeah', 'I go out with some new friends', 'But it just makes me miss you more', 'More', 'I spent all my money drinking on my own, yeah', 'In this bar, just sat here staring at my phone', 'And I keep second guessing, where did I go wrong?', ""I know I'm proud, but I've had one too many, come take me home"", ""So now, I'm the one that's crying"", ""I didn't wanna call 'cause I didn't wanna fight"", 'I swear that I was trying, yeah', ""But everybody falls when their head's a little high"", 'And I never meant to get so out my mind', ""With you playing cool just pretending it's fine"", ""Oh, we've been 'round, 'round, 'round this"", 'Too many times before', 'Whoa, oh yeah', 'Whoa, oh yeah', 'I go out with some new friends', 'But it just makes me miss you more', 'More', 'I spent all my money drinking on my own, yeah', 'In this bar, just sat here staring at my phone', 'And I keep second guessing, where did I go wrong?', ""I know I'm proud, but I've had one too many, come take me home"", ""I don't know how lucky, how lucky I am, I am, I am, no"", 'I guess sometimes I should give more of a damn, a damn, a damn about you', ""I don't know how lucky, how lucky I am, I am, I am, no"", ""I know we're both stubborn, push each other's buttons"", ""I'd rather do it with you, but..."", 'I spent all my money drinking on my own, yeah', 'In this bar, just sat here staring at my phone', 'I spent all my money drinking on my own, yeah', 'In this bar, just sat here staring at my phone, yeah', 'And I keep second guessing, where did I go wrong?', ""I know I'm proud, but I've had one too many, come take me home"", 'Come take me home', ""Yeah, I've had one too many""]"
1408,Wild Hearts,"['Lyrics', 'Saw the man in black, spotlight in the air', 'Heard a thousand screams, I saw my daddy stare', 'Feel like I’ve been runnin’ since the day that I was born', 'Eagle on my back, phoenix on my arm', 'This goes out to the drifters', 'And all of the dreamers ready to fly', 'All those born to be rock stars', 'Lifting their guitars and painting the sky', 'Can you hear me?', 'All of you lost ones who aren’t really lost ones', 'Keep shining your light', 'This goes out to the wild cards and all of the wild hearts', 'Just like mine', 'Now listen', 'Has anyone ever told you, you’ll never amount to anything?', 'You’re just wasting your time chasing the tail of a dragon kind of dream', 'But I’m here to tell you anything can happen in this life', 'If you got that heart and the passion and a God lit fire inside', 'This goes out to the drifters', 'And all of the dreamers ready to fly', 'All those born to be rock stars', 'Lifting their guitars and painting the sky', 'Can you hear me?', 'All of you lost ones who aren’t really lost ones', 'Keep shining your light', 'This goes out to the wild cards and all of the wild hearts', 'Just like mine', 'Just like mine', 'This goes out to the drifters', 'And all of the dreamers ready to fly', 'All you born to be rock stars', 'Lifting your guitars and painting the sky', 'This goes out to the drifters', 'And all of the dreamers ready to fly', 'All those born to be rock stars', 'Keep lifting your guitars and painting the sky', 'Can you hear me?', 'All of you lost ones who aren’t really lost ones', 'Keep shining your light', 'This goes out to the wild cards who’s got the wild heart', 'Just like mine']"
1409,Brown Eyes Baby,"['Lyrics', 'You made up your mind, got off the couch', ""You did up your hair, now you\u2005goin'\u2005out"", 'You put on\u2005that party dress', ""Even though your heart's\u2005a mess"", 'Your friends swung by, you jumped in the car', 'You walked in here and now here we are', ""Puttin' the hurtin' on some José"", ""And catchin' up while the band plays"", 'You say you miss the girl you used to be', 'Bet I can find her if you let me', 'I could put a smile right back where you smiled', 'Those dreams back in what you see when your eyes closed', ""I'll be the buzz that you feel when you sip slow"", 'Slow dance, ride back in your dirt road', 'I could put thе sun right back in your sunshine', 'Bring a little love back into your latе night', ""Ain't gotta be nothing more than one more drink"", 'And maybe I can take the blue out of your brown eyes baby', 'And that wild side that you learned to tame', 'She rolled in like a midnight train', 'Almost like she never left here', ""And I'll be ready, baby, when she gets here"", 'I could put a smile right back where you smiled', 'Those dreams back in what you see when your eyes closed', ""I'll be the buzz that you feel when you sip slow"", 'Slow dance, ride back in your dirt road', 'I could put the sun right back in your sunshine', 'Bring a little love back into your late night', ""Ain't gotta be nothing more than one more drink"", 'And maybe I can take the blue out of your brown eyes baby (Woo)', 'Mm, mm-mm', 'Oh yeah', 'Put the fool back in your half empty', 'And put the two in your step again', 'About to see where leaning in gets me', 'Baby, just say when', ""'Cause I could put a smile right back where you smiled"", 'Those dreams back in what you see when your eyes closed', ""I'll be the buzz that you feel when you sip slow"", 'Slow dance, ride back in your dirt road', 'I could put the sun right back in your sunshine', 'Bring a little love back into your late night', ""Ain't gotta be nothing more than one more drink"", 'And maybe I can take the blue out of your brown eyes baby', 'Mm', 'Take the blue out of your brown eyes baby', 'Oh, oh, oh, hey', 'Oh, yeah', ""I'll take the blue"", 'Take the blue out of your brown eyes baby', 'Take the blue', ""I'll take the blue out of your brown eyes baby""]"
1410,Delta Dawn,"['Lyrics', '(Alex Harvey and Larry Collins)', ""Delta Dawn, what's that flower you have on"", 'Could it be a faded rose from days gone by', ""And did I hear you say he was a-meetin' you here today"", 'To take you to his mansion in the sky-eye', 'She\'s forty-one and her daddy still calls \'er ""baby""', ""All the folks 'round Brownsville say she's crazy"", ""'Cause she walks downtown with her suitcase in her hand"", ""Lookin' for a mysterious dark-haired man"", 'In her younger days they called her Delta Dawn', 'Prettiest woman you ever laid eyes on', 'Then a man of low degree stood by her side', ""Promised her he'd take her for his bride"", ""Delta Dawn, what's that flower you have on"", 'Could it be a faded rose from days gone by', ""And did I hear you say he was a-meetin' you here today"", 'To take you to his mansion in the sky-eye', ""Delta Dawn, what's that flower you have on"", 'Could it be a faded rose from days gone by', ""And did I hear you say he was a-meetin' you here today"", 'To take you to his mansion in the sky-eye', ""Delta Dawn, what's that flower you have on"", 'Could it be a faded rose from days gone by', ""And did I hear you say he was a-meetin' you here today"", 'To take you to his mansion in the sky-eye', ""Delta Dawn, what's that flower you have on"", 'Could it be a faded rose from days gone by', ""And did I hear you say he was a-meetin' you here today"", 'To take you to his mansion in the sky-eye']"
1411,Leave Me Alone (Ruby Red Dress),"['Lyrics', '(Linda Laurie)', ""Big ole ruby red dress wanders 'round the town"", ""Talkin to herself now, sometimes sittin' down"", ""Don't you get too close now, ruby runs away"", 'Poor ole ruby red dress born on a sorry day', 'I can hear her say', ""Leave me alone, won't you leave me alone"", 'Please leave me alone now, leave me alone', 'Leave me alone, please leave me alone, yes leave me', ""Leave me alone won't you leave me alone"", 'Please leave me alone, no leave me alone', 'Leave me along, just leave me alone, oh leave me', 'Big ole ruby red dress, everybody laughs', ""Say she's got no future and never made no past"", ""Something hurt that ruby, something she can't bear"", 'Ya look at her real close now, you see a little tear', 'When she says now', ""Leave me alone, won't you leave me alone"", 'Please leave me alone now, leave me alone', 'Leave me alone, please leave me alone, yes leave me', ""Leave me alone won't you leave me alone"", 'Please leave me alone, no leave me alone', 'Leave me along, just leave me alone, oh leave me', 'Some folks say some farm boy up from Tennessee', 'Taught it all to Ruby, then just let her be', 'Her daddy tried to hide it, tried to keep things cool', 'But something happened to Ruby, she broke down to a fool', 'who just said now', ""Leave me alone, won't you leave me alone"", 'Please leave me alone now, leave me alone', 'Leave me alone, please leave me alone, yes leave me', ""Leave me alone won't you leave me alone"", 'Please leave me alone, no leave me alone', 'Leave me along, just leave me alone, oh leave me']"
1412,Angie Baby,"['Lyrics', 'You live your life in the songs you here', 'On the rock and roll radio', ""And when a young girl doesn't have any friends"", ""That's a really nice place to go"", ""Folks hoping you'd turn out cool"", 'But they had to take you out of school', ""You're a little touched you know"", 'Angie baby', 'Lovers appear in your room each night', 'And they whirl accross the floor', 'But they always seem to fade away', 'When your daddy taps on your door', 'Angie girl are you alright?', 'Tell the radio goodnight', 'All alone once more Angie baby', 'Angie baby', ""You're a special lady"", 'Living in a world of make believe', 'Well maybe', 'Stopping at her house is a neighbour boy', 'With evil on his mind', ""'Cause he's been peeking in Angie's room"", 'At night through the window blind', 'I see your folks have gone away', 'Would you dance with me today?', ""I'll show you how to have a good time"", 'Angie baby', 'Angie baby', 'Angie baby', 'When he walks in her room', 'He feels confused', 'Like he walked into a play', ""And the music's so loud"", 'It spins him around', ""'Till his soul has lost it's way"", 'And as she turns the volume down', ""He's getting smaller with the sound"", 'It seems to pull him off the ground', 'No more the radio is bound', 'Never to be found', 'The headlines read that a boy disappeared', 'And everyone thinks he died', 'Except a crazy girl with a secret lover', 'Who keeps her satisfied', ""It's so nice to be insane"", 'No one asks you to explain', 'Radio by your side', 'Angie baby', 'Angie baby', ""You're a special lady"", 'Living in a world of make believe', 'Well maybe', 'Well maybe', 'Angie baby', 'Angie baby', 'Well maybe', 'Angie baby', 'Angie baby', 'Angie baby', 'Angie baby', 'Angie baby']"
1413,You and Me Against the World,"['Lyrics', ""You And Me Against The WorldYou and me against the worldSometimes it feels like you and me against the worldWhen all the others turn their back and walk awayYou can count on me to stayRemember when the circus came to townAnd you were frightened by the clown?Wasn't it nice to be around someone that you knew?Someone who was big and strong and looking out forYou and me against the worldSometimes it feels like you and me against the worldAnd for all the times we've cried I always felt thatThe odds were on our sideAnd when one of us is goneAnd one of us is left to carry onThen remembering will have to doOur memories alone will get us throughThink about the days of me and youOf you and me against the worldRemember when the circus came to townAnd you were frightened by the clown?Wasn't it nice to be around someone that you knew?Someone who was big and strong and looking out forYou and me against the worldSometimes it feels like you and me against the worldAnd for all the times we've cried I always felt thatThe odds were on our sideAnd when one of us is goneAnd one of us is left to carry onThen remembering will have to doOur memories alone will get us throughThink about the days of me and youOf you and me against th eworldYou and me against the worldYou and me against the world""]"
1414,Peaceful,"['Lyrics', '(Kenny Rankin)', 'In the morning fun', 'When no one will be drinking any more wine', ""I'll wake the sun up"", ""By givin' him a fresh air full of the wind cup"", ""And I won't be found in the shadows hiding sorrow"", 'And I can wait for fate to bring around to me', 'Any part of my tomorrow, tomorrow', ""'Cause it's oh, so peaceful here"", ""There's no one bending over my shoulder"", 'Nobody breathing in my ear', 'Oh, so peaceful here', ""In the evening shadows are callin' me"", 'And the dew settles in my mind', 'And I think of friends in the yesterday', 'When my plans were giggled in rhyme', 'I had a son while on the run', 'And his love brought a tear to my eye', ""And maybe some day he'll up and say"", '""We had a pretty nice time"", oh, oh, oh, my', ""'Cause it's oh, so peaceful here"", ""There's no one bending over my shoulder"", 'Nobody breathing in my ear', 'Oh, so peaceful here']"
